path	bytes	class	risk	reason
tmp/investigate-moondream-raw.cjs	3405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/short-landscape-audit-repair-20260812	3386	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/continue-prompt-2026-08-17.md	3371	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w57-model-graduation-final-report.md	3359	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lazy-import-veracity-2026-08-18.md	3357	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/phone-swarm-playbook-2026-08-13.md	3353	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/iso-webgl.txt	3335	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-500-investigation-report.md	3332	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-search-B-report.md	3325	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-search.md	3323	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/s23-strike	3304	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit.mjs	3302	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/inspect_spectral_elf.py	3297	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e5.log	3275	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gl-info-probe.cjs	3265	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lint-swarm-engine-report.md	3261	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/deep-link-fix-report.md	3259	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cline-laguna-direct-20260812.jsonl	3256	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/board-hygiene-report.md	3240	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/searchresults-extraction-report.md	3222	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-tool-fleet-brief.md	3218	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-engine-ready.svelte.ts	3216	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/p13-redo-report.md	3202	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-D2c.md	3179	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/forensic2.ps1	3160	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-cameraoffset-REPORT.md	3158	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/macaron-venti-smoke-test-report.md	3153	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/contract-table.tsv	3151	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-css-budget-prompt.md	3140	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-D1.md	3133	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/normalize-split-spec.md	3132	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/url-family-audit.mjs	3127	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/p13-bundle-report.md	3126	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/persist-driver.md	3119	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/restart-handoff-goal-loop.md	3117	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s6.txt	3103	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/C-rich-brief.md	3084	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/god-file-decomposition-audit-2026-08-14.md	3080	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-logfare-all.mjs	3079	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-overflow-clip.mjs	3071	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/laguna-xs-lint-report.md	3064	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-gaps-verbose.log	3064	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-crosscheck.mjs	3059	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-crosscheck.cjs	3059	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-search-S2-REPORT.md	3051	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/deferred-mcp-profile-design.md	3050	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-engine.mjs	3046	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dead-import-audit-engine.mjs	3041	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_provenance_sweep.py	3036	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-A-prompt.md	3026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/harness-tool-gap-audit.md	3025	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/big-components-audit-report.md	3023	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mig-audit-brief.md	3017	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-rail.log	3012	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-event-listener-report.md	3006	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-restore-cleanup-prompt.md	3005	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-tuning-report.md	3003	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-rebuilt.md	2997	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-render-restore-prompt.md	2996	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-contracts-REPORT.md	2996	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-visual-fix-20260808	2991	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-fresh-context.mjs	2986	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-S1-copy-strike-brief.md	2984	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-cluster-restore-report.md	2983	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_audit-run.mjs	2975	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-adjacent-REPORT.md	2963	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rail-vs-trail.mjs	2952	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/diskusage-repos.txt	2950	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dedup-surface-navmode-PLAN.md	2920	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patchB-probe.mjs	2917	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rf-scan.mjs	2916	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-C-classify.mjs	2907	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-canvas-timeout-report.md	2906	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/record519-d5-DELIVER.md	2900	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/filters-extraction-report.md	2891	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-resid.log	2877	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/remove-stale-router-profiles.cjs	2873	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-searchcore-test-report.md	2870	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wallbeat.mjs	2860	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-neighborrail-prompt.md	2859	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dead-export-audit.md	2842	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-teardown-REPORT.md	2841	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-bugsweep-carve-REPORT.md	2840	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-residual-window-bridge-inventory-contract.log	2833	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-mjs-residual-window-bridge-inventory-contract.out	2833	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-boundary-replication-20260818.mjs	2827	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-focusednode-prompt.md	2823	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-exact-test.mjs	2819	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/board-applied-report.md	2812	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/F-so-a-brief.md	2809	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW2-contract-report.md	2807	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rail-chain.mjs	2806	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-legend.svelte.ts	2801	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/visual-runtime-check-v2-report.md	2792	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mapview-extraction-report.md	2791	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/zombie-mirror-cut-REPORT.md	2766	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-engine-adjacent-prompt.md	2754	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-components-REPORT.md	2751	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/docs-lane-inventory-prompt.md	2734	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-legacy-note-prompt.md	2731	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-lazy-load-three-report.md	2730	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sub-agent-emptyband-fix-prompt.md	2725	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-svelte-refs.txt	2724	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/withstate-mutation-removal-report.md	2722	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/map-desktop-report.md	2722	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/delegation-20260815-hy3-smoke-gate.md	2721	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vision-probe.mjs	2718	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-audio-REPORT.md	2714	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/drift-audit-report.md	2708	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/timer-remediation-demo-parity-report.md	2706	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check_orphans.mjs	2703	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-currentview-prompt.md	2696	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/playwright-smoke.log	2696	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-components-prompt.md	2688	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-dead-lanes2.mjs	2684	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-audit4.mjs	2681	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/apply-max-tokens.cjs	2668	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lane-inventory-update-report.md	2657	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-helpdialog-extraction-report.md	2657	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-pocket-REPORT.md	2657	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/t3-4-investigation-report.md	2651	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-spec-fix-REPORT.md	2645	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/forensic3.ps1	2639	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-coordinator-prompt.md	2629	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/desktop-panel-fix-report.md	2626	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-live-runtime-prompt.md	2623	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/skills-integration-STATUS.md	2620	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-traildepth-prompt.md	2620	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-min.mjs	2619	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sub-agent-freshness-fix-prompt.md	2617	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-focusednode-REPORT.md	2617	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/s4-enrichment-merge-handoff.md	2616	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seamhunt-analysis.mjs	2611	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-artifact-hygiene-report.md	2610	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-short-landscape-after-landscape-fix.json	2598	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/TA6-contract-reverify.md	2598	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focuscard-header-extraction-report.md	2589	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-init-result4.txt	2587	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-init-result3.txt	2587	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-init-result2.txt	2584	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/zydit-t2-12-report.md	2583	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-trial-qwen-3.6-35b-a3b-report.md	2582	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-roster-REPORT.md	2579	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/session-resume-2026-08-11.md	2571	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-head-help-report.md	2569	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e2.log	2568	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-neighborrail-REPORT.md	2566	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-legacy-note-REPORT.md	2566	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/overlay-b2b3b4-detail.md	2560	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-types-prompt.md	2555	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/forensic4.ps1	2555	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-state-validators-prompt.md	2550	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-matching-rules.json	2549	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_cld_adc_adapter.py	2546	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-design-fleet-outcome.md	2546	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round2-report-ling.md	2543	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_parse_spectral_adc_tlv.py	2541	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focus-facts-fix-report.md	2541	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-urlstate-complete-brief.md	2532	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-bs7-report.md	2520	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-personality-contract-prompt.md	2512	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-fold-agenda.md	2511	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-dead-lanes.mjs	2511	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-request-shape-matrix-20260818.mjs	2508	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/prettier-format-sweep-report.md	2501	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-test.mjs	2501	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vision-quality-hardening-wave-20260810	2499	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-parity-reads.mjs	2498	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/purge-manifest.mjs	2496	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-B-prompt.md	2490	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-autorotate-prompt.md	2486	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pinned-contracts.txt	2485	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round4-report.md	2484	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round4-report-step.md	2484	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-degraded-prompt.md	2478	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-timers-REPORT.md	2475	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-lib.mjs	2470	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-worker-parity-prompt.md	2469	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-keyboard-tests-REPORT.md	2458	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-micro.mjs	2457	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-sweep.mjs	2454	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/capture-vision-audit.mjs	2451	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_provenance_gate.py	2447	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-searchitem-REPORT.md	2441	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-liveness-20260809	2434	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wave9b-verify-report.md	2431	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seam2-brief.md	2431	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-note-twin-prompt.md	2417	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/unit-flake-report.md	2413	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/diag_diff.mjs	2401	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seam1-brief.md	2393	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-audit3.mjs	2393	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dive-slots.mjs	2372	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-render-restore-REPORT.md	2368	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-cdp.log	2367	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-bugsweep-loader-REPORT.md	2362	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/session-resume-2026-08-12.md	2362	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-store-postapproval.md	2359	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-short-landscape-after-fix.json	2356	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-legend-prompt.md	2343	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-traildepth-REPORT.md	2342	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_custom_driver_patch.py	2333	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW1-unit-window-report.md	2333	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/visual-qa-20260811-desktop-snapshot.md	2332	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ws-client.mjs	2316	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/action-133-prompt.md	2303	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-pocket-prompt.md	2300	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scene-probe.mjs	2293	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-journey-fix-ribbon	2292	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-showmore-prompt.md	2281	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-D2.md	2276	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/copy-honesty-strike	2273	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-utils-prompt.md	2270	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/zydit-glm52-phase0-report.md	2267	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-state-validators-REPORT.md	2266	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recation-vacuousness-sweep.md	2265	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rssi-lab.mjs	2261	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-8797-after-fix.json	2256	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-cameraoffset-prompt.md	2253	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/deepseek-v4-pro-focus-ui-report.md	2252	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-scoring-cache-prompt.md	2250	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-gaps-run.json	2248	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-3denv-brief.md	2248	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-hydrate-prompt.md	2244	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/god-files-split-plan.md	2235	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-goal-reliability-20260810	2232	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-barrel-prompt.md	2224	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-direct-shape-ladder-20260818.mjs	2215	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-scan.mjs	2213	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/engine-refactor-visuals-REPORT.md	2213	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/loading-overlay-errorstate-report.md	2210	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/commit-msg-w12-l1l2l4.txt	2208	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-ui-css-report.md	2207	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dead-reexport-REPORT.md	2202	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/direct-probe.mjs	2193	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-decomposition.md	2190	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scan-writers.mjs	2189	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-finding-phantom-kilo-hy3.md	2187	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kiro-bench-report.md	2181	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/skills-merge-J2-REPORT.md	2173	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-rebuilt-after-fix.json	2169	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-live.mjs	2160	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-brief-model-routing.md	2159	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/skills-body-canonical-c-REPORT.md	2155	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-skills-merge-brief.md	2150	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/control-deeplink-probe.mjs	2136	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/A-w896-brief.md	2127	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-search-deep-prompt.md	2119	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/triage-worker-evidence.mjs	2118	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-searchstore-update-REPORT.md	2116	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-scan.mjs	2112	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rf-provenance-record-20260814.json	2100	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-note-twin-REPORT.md	2100	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-mjs-contracts.log	2097	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
